M11435TDS144,STB#1,R1,1
M11543TH4292,STB#2,R1,1
SN005,STB#3,R1,0
M11509TD9937,STB#4,R1,1
M11543TH4258,STB#5,R1,0
SN005,STB#6,R1,0
SN006,STB#7,R1,0
SN007,STB#8,R1,0
